"DBN","SCHOOL_NAME","BOROUGH","DISTRICT","ADDRESS","ZIPCODE","LATITUDE","LONGITUDE","COMMUNITY_SCHOOL","ECONOMIC_NEED_INDX","INCOME","PCT_ELL","PCT_ASIAN","PCT_BLACK","PCT_HISPANIC","PCT_WHITE","PCT_ATTENDANCE","PCT_ABSENCES","PCT_RIGOROUS","PCT_COLLABORATIVE","PCT_SUPPORTIVE","PCT_EFFECTIVE","PCT_FAMILY_TIES","PCT_TRUST","PCT_4S","PCT_4S_UNDRRP","PCT_4S_ECNDSV","SPHS_APPLICANTS","ELA_PROF","MATH_PROF","CLASS_SIZE","PTRATIO","PCT_FEMALE","SPHS_TESTERS","SPHS_OFFERS","SPHS_FEEDER"
"17K002","PARKSIDE PREPARATORY ACADEMY","K",17,"655 PARKSIDE AVE BROOKLYN, NY 11226",11226,40.656389,-73.951462,"No",71.7,NA,7,3,81,13,2,94,16,87,89,85,86,77,88,5.16129032258065,3.87096774193548,5.16129032258065,157,2.46,2.42,25.7894736842105,14.9,51.1156186612576,69,0,0
"17K061","M.S. 061 DR. GLADSTONE H. ATWELL","K",17,"400 EMPIRE BLVD BROOKLYN, NY 11225",11225,40.663676,-73.949034,"No",71.3,NA,6,1,84,10,1,93,21,85,78,82,70,86,81,6.27450980392157,4.70588235294118,5.09803921568627,274,2.36,2.32,23.6803278688525,14.8,51.5862068965517,96,0,0
"17K138","P.S. 138 BROOKLYN","K",17,"760 PROSPECT PL BROOKLYN, NY 11216",11216,40.673945,-73.951395,"No",77.6,42632,6,1,85,9,4,91,31,99,100,92,99,92,96,8.23529411764706,8.23529411764706,4.70588235294118,81,2.47,2.54,22.8048780487805,12.9,48.4955752212389,23,0,0
"17K181","P.S. 181 BROOKLYN","K",17,"1023 NEW YORK AVE BROOKLYN, NY 11203",11203,40.64809,-73.945911,"No",72.1,43642.71,9,0,86,10,2,92,26,80,81,81,79,81,87,2.5974025974026,1.2987012987013,1.2987012987013,83,2.27,2.17,23.7674418604651,13,46.2989840348331,28,0,0
"17K189","P.S. 189 THE BILINGUAL CENTER","K",17,"1100 E NEW YORK AVE BROOKLYN, NY 11212",11212,40.665446,-73.925681,"No",73.5,36588.31,16,2,72,25,0,94,18,94,91,87,83,82,90,17.6470588235294,13.7254901960784,14.7058823529412,120,2.66,2.91,25.2058823529412,14.6,51.3282732447818,49,0,0
"17K246","M.S. 246 WALT WHITMAN","K",17,"72 VERONICA PL BROOKLYN, NY 11226",11226,40.648365,-73.953433,"No",70.8,NA,21,1,75,21,2,91,32,84,78,80,73,79,84,0.847457627118644,0.847457627118644,0,152,2.24,2.03,22.95,13.7,46.2469733656174,24,0,0
"17K340","I.S. 340","K",13,"227 STERLING PL BROOKLYN, NY 11238",11238,40.67627,-73.969722,"No",76.4,NA,1,2,83,13,1,93,21,90,93,83,91,81,89,4.34782608695652,2.89855072463768,2.89855072463768,74,2.73,2.47,22.7551020408163,13.8,47.3214285714286,35,0,0
"17K352","EBBETS FIELD MIDDLE SCHOOL","K",17,"46 MCKEEVER PL BROOKLYN, NY 11225",11225,40.664878,-73.959522,"Yes",78.6,NA,19,3,64,30,4,91,29,91,85,84,73,76,89,2.32558139534884,0,0,72,2.12,2.11,20.1142857142857,8.5,43.7125748502994,9,0,0
"17K353","ELIJAH STROUD MIDDLE SCHOOL","K",17,"750 CLASSON AVE BROOKLYN, NY 11238",11238,40.674551,-73.960867,"No",74.6,NA,4,2,83,14,2,93,22,91,90,86,89,78,94,4.83870967741935,3.2258064516129,4.83870967741935,45,2.16,2.14,23.6666666666667,12.4,42.4657534246575,6,0,0
"17K354","THE SCHOOL OF INTEGRATED LEARNING","K",17,"1224 PARK PL BROOKLYN, NY 11213",11213,40.672272,-73.937164,"No",79.2,NA,11,3,78,13,3,92,27,99,97,96,95,88,98,14.5161290322581,9.67741935483871,11.2903225806452,71,2.69,2.64,20.2678571428571,9.6,51.9685039370079,18,0,0
"17K382","ACADEMY FOR COLLEGE PREPARATION AND CAREER EXPLORATION: A COLLEGE BOARD SCHOOL","K",17,"911 FLATBUSH AVE BROOKLYN, NY 11226",11226,40.649588,-73.957176,"No",68.4,NA,9,1,81,15,1,95,17,79,76,75,68,70,77,6.81818181818182,6.81818181818182,0,44,2.27,2.27,22.625,17.7,41.9431279620853,15,0,0
"17K394","M.S. K394","K",17,"188 ROCHESTER AVE BROOKLYN, NY 11213",11213,40.672706,-73.92893,"No",79.7,32470.47,4,6,77,15,1,92,24,89,86,83,80,82,85,1.75438596491228,1.75438596491228,0,56,2.35,2.21,21.2,13.7,56.8134171907757,12,0,0
"17K484","RONALD EDMONDS LEARNING CENTER II","K",23,"430 HOWARD AVE BROOKLYN, NY 11233",11233,40.673118,-73.920067,"No",84.4,NA,4,1,84,13,1,90,36,97,100,100,98,95,100,5.26315789473684,5.26315789473684,5.26315789473684,46,2.32,2.17,23.2121212121212,11.1,51.5723270440252,7,0,0
"17K531","SCHOOL FOR HUMAN RIGHTS, THE","K",17,"600 KINGSTON AVE BROOKLYN, NY 11203",11203,40.658665,-73.943838,"No",68.7,NA,4,1,87,10,0,94,18,97,99,86,95,80,94,4.8780487804878,0,2.4390243902439,29,2.38,2.23,NA,NA,46.2585034013605,0,0,0
"17K543","SCIENCE, TECHNOLOGY AND RESEARCH EARLY COLLEGE HIGH SCHOOL AT ERASMUS","K",17,"911 FLATBUSH AVE BROOKLYN, NY 11226",11226,40.649588,-73.957176,"No",53.6,NA,0,3,86,8,1,97,6,97,96,89,91,90,94,12.0689655172414,6.89655172413793,8.62068965517241,67,2.96,2.98,23.3333333333333,16.6,48.7037037037037,20,0,0
"17K590","MEDGAR EVERS COLLEGE PREPARATORY SCHOOL","K",17,"1186 CARROLL ST BROOKLYN, NY 11225",11225,40.667,-73.951014,"No",46.4,NA,1,3,88,5,1,97,4,87,89,79,80,81,85,NA,NA,NA,88,3.4,3.41,26.7254901960784,19.2,56.2450278440732,15,0,0
"17K722","NEW HEIGHTS MIDDLE SCHOOL","K",17,"790 E NEW YORK AVE BROOKLYN, NY 11203",11203,40.662087,-73.936458,"No",74.4,NA,5,1,82,11,0,93,18,85,82,81,87,86,90,2,1,2,72,2.12,2.13,18.2833333333333,10.8,48.2905982905983,13,0,0
"18K066","P.S. 66","K",18,"845 E 96TH ST BROOKLYN, NY 11236",11236,40.648646,-73.906851,"No",52.6,56939.68,2,1,88,7,3,95,12,81,78,84,77,84,87,12.5,12.5,6.25,102,2.5,2.69,27.6323529411765,15.7,51.7031630170316,37,0,0
"18K068","I.S. 068 ISAAC BILDERSEE","K",18,"956 E 82ND ST BROOKLYN, NY 11236",11236,40.63522,-73.910912,"No",59,NA,15,1,90,5,3,92,25,81,88,77,75,77,88,0.793650793650794,0.793650793650794,0.793650793650794,143,2.22,2.14,21.0769230769231,10.9,46.9026548672566,16,0,0
"18K211","I.S. 211 JOHN WILSON","K",18,"1001 E 100TH ST BROOKLYN, NY 11236",11236,40.643163,-73.895658,"No",60.1,NA,4,1,87,11,1,93,21,87,79,78,76,74,81,10.2409638554217,10.2409638554217,7.83132530120482,185,2.47,2.37,26.3473684210526,15.5,47.8927203065134,36,0,0
"18K235","P.S. 235 JANICE MARIE KNIGHT SCHOOL","K",18,"525 LENOX RD BROOKLYN, NY 11203",11203,40.654737,-73.940641,"No",52,48361.64,1,2,93,2,2,95,11,92,94,86,90,83,93,33.9285714285714,0,27.6785714285714,91,3.05,3.1,28,17.5,54.3859649122807,89,7,1
"18K285","I.S. 285 MEYER LEVIN","K",18,"5909 BEVERLY RD BROOKLYN, NY 11203",11203,40.647443,-73.920775,"No",60.6,NA,1,0,94,5,1,92,26,89,84,80,82,73,81,3.7914691943128,3.3175355450237,2.3696682464455,191,2.48,2.3,25.4415584415584,13.5,54.2042042042042,45,0,0
"18K366","THE SCIENCE AND MEDICINE MIDDLE SCHOOL","K",18,"965 E 107TH ST BROOKLYN, NY 11236",11236,40.647417,-73.891766,"No",53.4,NA,2,1,92,7,1,95,13,85,81,78,77,81,84,4.26829268292683,3.65853658536585,2.4390243902439,137,2.47,2.37,22.1463414634146,11.2,48.8721804511278,42,0,0
"18K581","EAST FLATBUSH COMMUNITY RESEARCH SCHOOL","K",18,"905 WINTHROP ST BROOKLYN, NY 11203",11203,40.658685,-73.928682,"Yes",70,NA,11,2,89,2,2,92,23,83,76,80,75,80,81,2.56410256410256,0,0,32,2.17,2.15,20.0967741935484,13.5,48.8549618320611,18,0,0
"18K588","MIDDLE SCHOOL FOR ART AND PHILOSOPHY","K",18,"1084 LENOX RD BROOKLYN, NY 11212",11212,40.65785,-73.920032,"No",77.8,NA,6,0,88,6,1,92,26,84,82,82,84,79,84,1.88679245283019,0,1.88679245283019,60,2.29,2.18,17.7674418604651,9.6,51.4124293785311,11,0,0
"18K598","MIDDLE SCHOOL OF MARKETING AND LEGAL STUDIES","K",18,"905 WINTHROP ST BROOKLYN, NY 11203",11203,40.658685,-73.928682,"No",60.8,NA,5,2,89,7,2,92,23,85,88,83,83,80,87,4.83870967741935,4.83870967741935,3.2258064516129,54,2.36,2.09,30.0714285714286,12.5,51.9083969465649,17,0,0
"18K763","BROOKLYN SCIENCE AND ENGINEERING ACADEMY","K",18,"5404 TILDEN AVE BROOKLYN, NY 11203",11203,40.647918,-73.925602,"No",53.5,NA,3,0,95,3,1,95,10,98,100,95,98,81,97,2.94117647058824,0,2.94117647058824,70,2.39,2.27,22.0181818181818,13.1,37.7431906614786,34,0,0
"19K089","P.S. 089 CYPRESS HILLS","K",19,"265 WARWICK ST BROOKLYN, NY 11207",11207,40.677777,-73.886699,"No",82.4,38667.98,41,1,3,95,0,95,10,83,85,91,72,85,90,2.04081632653061,0,0,54,2.2,2.27,20.8947368421053,10.9,50.109409190372,17,0,0
"19K171","I.S. 171 ABRAHAM LINCOLN","K",19,"528 RIDGEWOOD AVE BROOKLYN, NY 11208",11208,40.685841,-73.869429,"No",78.8,NA,22,4,14,77,1,92,26,93,94,85,86,76,93,7.63358778625954,0.763358778625954,6.87022900763359,151,2.27,2.2,22.6022727272727,14.5,50.2252252252252,11,0,0
"19K218","J.H.S. 218 JAMES P. SINNOTT","K",19,"370 FOUNTAIN AVE BROOKLYN, NY 11208",11208,40.670064,-73.874556,"No",85.7,NA,22,20,36,43,1,89,41,87,85,82,80,79,89,8.66141732283465,0,5.51181102362205,144,2.16,2.14,18.9368421052632,14.3,48.8997555012225,23,0,0
"19K292","J.H.S. 292 MARGARET S. DOUGLAS","K",19,"301 VERMONT ST BROOKLYN, NY 11207",11207,40.671887,-73.893453,"No",84.8,NA,10,12,52,33,1,91,29,79,79,81,72,72,85,16.504854368932,6.31067961165049,15.0485436893204,209,2.39,2.44,22.8450704225352,13.7,47.6190476190476,81,9,1
"19K364","I.S. 364 GATEWAY","K",19,"1426 FREEPORT LOOP BROOKLYN, NY 11239",11239,40.646471,-73.881132,"No",66.9,NA,2,2,69,26,3,92,30,81,85,82,80,77,87,3.88349514563107,1.94174757281553,3.88349514563107,110,2.49,2.3,23.6813186813187,15.9,45.1428571428571,21,0,0
"19K404","ACADEMY FOR YOUNG WRITERS","K",19,"1065 ELTON ST BROOKLYN, NY 11208",11208,40.6573,-73.874138,"Yes",70.5,NA,1,1,72,24,1,90,39,71,85,78,87,75,92,1.53846153846154,0,0,72,2.16,1.98,23.875,11.4,60.6227106227106,7,0,0
"19K409","EAST NEW YORK FAMILY ACADEMY","K",19,"2057 LINDEN BLVD BROOKLYN, NY 11207",11207,40.661208,-73.886779,"No",71.6,NA,3,2,65,30,1,95,8,87,85,80,84,71,90,13.2352941176471,4.47761194029851,8.82352941176471,71,2.61,2.74,23.72,11.9,49.5967741935484,10,0,0
"19K422","SPRING CREEK COMMUNITY SCHOOL","K",19,"1065 ELTON ST BROOKLYN, NY 11208",11208,40.6573,-73.874138,"Yes",77.7,NA,3,1,72,24,1,91,31,88,96,85,94,77,93,0,0,0,69,2.27,2.1,26.9166666666667,10.8,45.397489539749,6,0,0
"19K452","FREDERICK DOUGLASS ACADEMY VIII MIDDLE SCHOOL","K",19,"1400 PENNSYLVANIA AVE BROOKLYN, NY 11239",11239,40.646745,-73.881849,"No",64,NA,2,5,72,23,0,95,14,89,95,85,91,84,96,6.06060606060606,4.04040404040404,5.05050505050505,101,2.72,2.63,28,14.7,54.1666666666667,52,0,0
"19K654","VAN SICLEN COMMUNITY MIDDLE SCHOOL","K",19,"800 VAN SICLEN AVE BROOKLYN, NY 11207",11207,40.659637,-73.885597,"No",78,NA,14,2,68,28,2,90,33,86,96,83,93,80,95,0,0,0,89,1.96,1.95,24.1153846153846,14.5,44.7811447811448,15,0,0
"19K661","VISTA ACADEMY","K",19,"350 LINWOOD ST BROOKLYN, NY 11208",11208,40.676982,-73.883838,"No",81.2,NA,11,4,27,66,2,93,24,74,73,89,74,77,79,9.90990990990991,0.900900900900901,9.00900900900901,125,2.22,2.45,25.4565217391304,17.9,53.3642691415313,24,0,0
"19K662","LIBERTY AVENUE MIDDLE SCHOOL","K",19,"350 LINWOOD ST BROOKLYN, NY 11208",11208,40.676982,-73.883838,"No",82.3,NA,20,5,24,68,1,92,31,91,97,94,94,78,97,3.96825396825397,1.58730158730159,3.96825396825397,152,2.32,2.31,25.9255319148936,11.2,43.5622317596566,12,0,0
"19K663","SCHOOL OF THE FUTURE BROOKLYN","K",19,"574 DUMONT AVE BROOKLYN, NY 11207",11207,40.665557,-73.897641,"No",89.1,NA,4,2,64,33,1,94,16,88,97,83,94,85,93,0,0,0,63,2.19,2.2,19.9047619047619,11.8,48.2587064676617,12,0,0
"19K678","EAST NEW YORK MIDDLE SCHOOL OF EXCELLENCE","K",19,"605 SHEPHERD AVE BROOKLYN, NY 11208",11208,40.669568,-73.879189,"No",84.5,NA,5,4,59,37,0,92,32,86,96,93,91,83,96,1.17647058823529,1.17647058823529,1.17647058823529,77,2.19,2.07,26.1724137931034,11.9,50.9881422924901,16,0,0
"19K760","HIGHLAND PARK COMMUNITY SCHOOL","K",19,"528 RIDGEWOOD AVE BROOKLYN, NY 11208",11208,40.685841,-73.869429,"No",81.8,NA,13,2,17,78,0,91,43,87,92,85,87,74,91,0.99009900990099,0,0.980392156862745,96,2.34,2.14,19.4444444444444,15.2,46.3949843260188,10,0,0
"20K030","P.S./I.S. 30 MARY WHITE OVINGTON","K",20,"7002 4TH AVE BROOKLYN, NY 11209",11209,40.633733,-74.02422,"No",65.1,50776.12,26,20,2,30,48,95,13,87,88,87,81,76,90,16.9230769230769,0,11.5384615384615,124,2.71,2.81,27.6428571428571,14.4,46.3227222832053,51,6,1
"20K062","J.H.S. 062 DITMAS","K",20,"700 CORTELYOU RD BROOKLYN, NY 11218",11218,40.638574,-73.97124,"No",74.1,NA,22,31,24,31,13,95,12,89,90,87,84,74,92,8.33333333333333,1.54320987654321,7.71604938271605,395,2.41,2.46,26.8325791855204,15.2,48.421926910299,104,0,0
"20K104","P.S./I.S. 104 THE FORT HAMILTON SCHOOL","K",20,"9115 5TH AVE BROOKLYN, NY 11209",11209,40.618025,-74.028588,"No",52.3,57526.02,9,22,3,25,47,96,10,92,93,86,85,78,93,19.7452229299363,0,9.55414012738854,170,2.82,3.09,28.202380952381,18.2,45.6916996047431,87,11,1
"20K163","P.S. 163 BATH BEACH","K",20,"109 BAY 14TH ST BROOKLYN, NY 11214",11214,40.606594,-74.007612,"No",65.5,55697.95,17,29,1,32,38,96,12,95,97,94,90,83,96,14.2857142857143,0,12.8571428571429,90,2.69,3.07,22.4666666666667,14.7,48.8151658767773,39,7,1
"20K180","THE SEEALL ACADEMY","K",20,"5601 16TH AVE BROOKLYN, NY 11204",11204,40.62659,-73.989464,"No",70.6,39390.34,23,43,1,28,27,97,9,93,94,86,89,80,93,33.3333333333333,0,33.3333333333333,175,2.74,3.03,23.7,13.7,46.4788732394366,113,38,1
"20K187","THE CHRISTA MCAULIFFE SCHOOL\I.S. 187","K",20,"1171 65TH ST BROOKLYN, NY 11219",11219,40.627847,-74.004003,"No",48,NA,2,69,1,6,24,98,2,92,91,92,90,76,93,93.8271604938272,0,51.2345679012346,278,3.83,4.19,26.2131147540984,17.5,52.348224513173,251,205,1
"20K192","P.S. 192 - THE MAGNET SCHOOL FOR MATH AND SCIENCE INQUIRY","K",20,"4715 18TH AVE BROOKLYN, NY 11204",11204,40.628989,-73.979862,"No",80,40627.41,30,20,2,52,26,94,16,90,89,89,78,81,90,17.0212765957447,0,6.38297872340426,67,2.46,2.59,21.952380952381,12.6,52.437223042836,14,0,0
"20K201","J.H.S. 201 THE DYKER HEIGHTS","K",20,"8010 12TH AVE BROOKLYN, NY 11228",11228,40.618745,-74.01331,"No",55.8,NA,8,46,0,14,39,97,7,92,94,88,87,70,94,44.0329218106996,0,30.8641975308642,525,3.13,3.36,28.1359649122807,18.1,45.4545454545455,338,101,1
"20K220","J.H.S. 220 JOHN J. PERSHING","K",20,"4812 9TH AVE BROOKLYN, NY 11220",11220,40.640773,-74.000808,"No",82.8,NA,33,49,1,44,6,95,12,83,80,82,77,67,87,24.0274599542334,0,18.0778032036613,528,2.42,2.81,30.752380952381,13.8,46.9078947368421,181,27,1
"20K223","J.H.S. 223 THE MONTAUK","K",20,"4200 16TH AVE BROOKLYN, NY 11204",11204,40.634787,-73.981631,"No",79.2,NA,31,61,4,27,7,96,12,85,88,86,82,72,90,23.1270358306189,0.325732899022801,21.8241042345277,324,2.43,2.89,22.5081967213115,13.5,46.5263157894737,142,19,1
"20K227","J.H.S. 227 EDWARD B. SHALLOW","K",20,"6500 16TH AVE BROOKLYN, NY 11204",11204,40.621845,-73.995529,"No",73.1,NA,26,60,0,24,16,96,11,85,87,85,78,68,91,16.1214953271028,0,14.4859813084112,463,2.49,2.83,28.8159509202454,16.4,45.5511288180611,197,25,1
"20K229","P.S. 229 DYKER","K",20,"1400 BENSON AVE BROOKLYN, NY 11228",11228,40.610577,-74.013301,"No",38.5,70641.62,9,55,1,11,32,97,8,90,88,87,76,80,89,27.8350515463918,0,16.4948453608247,130,3.11,3.44,26.4727272727273,17.6,49.3194555644516,93,20,1
"20K259","J.H.S. 259 WILLIAM MCKINLEY","K",20,"7301 FT HAMILTON PKWY BROOKLYN, NY 11228",11228,40.626227,-74.014758,"No",62.2,NA,11,45,1,22,32,96,12,95,96,89,91,69,94,38.5171790235081,0,27.4864376130199,580,2.92,3.28,32.0391061452514,17.2,46.3822894168467,309,86,1
"20K609","URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE","K",20,"4200 16TH AVE BROOKLYN, NY 11204",11204,40.634787,-73.981631,"No",71,NA,10,47,21,19,12,94,21,87,89,88,85,73,90,14.4927536231884,3.03030303030303,11.5942028985507,77,2.66,2.58,24.5416666666667,12.3,100,24,0,0
"20K686","BROOKLYN SCHOOL OF INQUIRY","K",20,"50 AVE P BROOKLYN, NY 11218",11218,40.607008,-73.986852,"No",20.9,65859.29,6,18,5,5,71,96,5,91,97,94,95,90,95,74,0,14,85,3.47,3.68,29.2857142857143,21.2,49.8233215547703,80,46,1
"21K095","P.S. 095 THE GRAVESEND","K",21,"345 VAN SICKLEN ST BROOKLYN, NY 11223",11223,40.595711,-73.975173,"No",69.5,40295.15,14,29,9,39,22,94,19,97,95,97,90,82,94,4.8780487804878,2.4390243902439,2.4390243902439,48,2.76,2.95,18.7741935483871,15.6,49.3107104984093,12,0,0
"21K096","I.S. 096 SETH LOW","K",21,"99 AVE P BROOKLYN, NY 11204",11204,40.608043,-73.984972,"Yes",73,NA,29,33,11,28,27,93,21,90,93,85,89,74,93,10.3092783505155,0,4.63917525773196,261,2.45,2.58,23.4774193548387,12.4,49.5507060333761,114,9,1
"21K098","I.S. 98 BAY ACADEMY","K",21,"1401 EMMONS AVE BROOKLYN, NY 11235",11235,40.583765,-73.954016,"No",44.5,NA,1,27,3,10,59,96,8,94,96,89,91,70,94,62.217659137577,1.02669404517454,33.4702258726899,494,3.47,3.8,32.2122302158273,22.8,54.7058823529412,372,104,1
"21K099","P.S. 099 ISAAC ASIMOV","K",21,"1120 E 10TH ST BROOKLYN, NY 11230",11230,40.621492,-73.966006,"No",69.5,37038.11,31,41,8,18,32,92,28,99,100,96,96,80,97,13.0952380952381,0,8.33333333333333,102,2.62,2.86,22.2222222222222,15,50.2283105022831,17,0,0
"21K121","P.S. 121 NELSON A. ROCKEFELLER","K",21,"5301 20TH AVE BROOKLYN, NY 11204",11204,40.622876,-73.978774,"No",68.2,47519.85,18,18,3,42,35,95,14,93,94,87,91,83,94,8.33333333333333,0,4.34782608695652,31,2.68,2.95,21,6.8,46.1309523809524,7,0,0
"21K209","P.S. 209 MARGARET MEAD","K",21,"2609 E 7TH ST BROOKLYN, NY 11235",11235,40.58677,-73.961478,"No",59.9,51896.27,16,30,4,23,42,94,18,93,94,91,81,81,93,24.4897959183673,0,20.4081632653061,71,2.64,2.82,22.3448275862069,13.3,47.3396998635744,33,0,0
"21K225","P.S. K225 - THE EILEEN E. ZAGLIN","K",21,"1075 OCEANVIEW AVE BROOKLYN, NY 11235",11235,40.57981,-73.95601,"No",68.4,36586.39,41,17,3,37,42,93,24,92,89,87,85,76,92,7.52688172043011,0,3.2258064516129,139,2.51,2.64,25.9122807017544,14,43.5212660731949,42,0,0
"21K226","P.S. 226 ALFRED DE B.MASON","K",21,"6006 23RD AVE BROOKLYN, NY 11204",11204,40.615326,-73.976944,"No",69.2,47058.63,21,28,2,31,38,95,11,95,93,92,85,82,93,14.7368421052632,0,10.5263157894737,100,2.72,2.89,22.3833333333333,14,47.5728155339806,44,7,1
"21K228","I.S. 228 DAVID A. BOODY","K",21,"228 AVE S BROOKLYN, NY 11223",11223,40.600816,-73.976838,"No",63.6,NA,11,29,8,26,36,95,16,92,94,88,89,74,93,16.5029469548134,0.398406374501992,13.5559921414538,420,2.62,2.8,25.8893805309735,14.5,48.5888634630053,160,17,1
"21K238","P.S. 238 ANNE SULLIVAN","K",21,"1633 E 8TH ST BROOKLYN, NY 11223",11223,40.608787,-73.964587,"No",80,44760.9,27,17,4,56,22,94,18,88,91,89,77,82,92,3.57142857142857,0,3.57142857142857,61,2.42,2.49,19.7777777777778,13.4,47.7905073649754,14,0,0
"21K239","MARK TWAIN I.S. 239 FOR THE GIFTED & TALENTED","K",21,"2401 NEPTUNE AVE BROOKLYN, NY 11224",11224,40.57866,-73.992391,"No",31.1,NA,1,28,7,5,54,96,7,88,89,87,86,73,91,58.2386363636364,1.42045454545455,12.5,429,3.53,3.71,33.9514563106796,18.8,51.2102874432678,336,196,1
"21K281","I.S. 281 JOSEPH B CAVALLARO","K",21,"8787 24TH AVE BROOKLYN, NY 11214",11214,40.594445,-73.993819,"No",63.1,NA,16,38,7,22,31,94,19,81,78,81,65,69,81,19.5592286501377,0,15.4269972451791,408,2.72,2.97,26.72,18.3,45.0524737631184,171,30,1
"21K288","P.S. 288 THE SHIRLEY TANYHILL","K",21,"2950 W 25TH ST BROOKLYN, NY 11224",11224,40.57427,-73.992477,"No",91.2,22422.66,7,2,53,36,7,89,46,83,86,80,82,81,89,4.34782608695652,2.17391304347826,4.34782608695652,51,2.19,2.2,18.7142857142857,12.2,48.2654600301659,0,0,0
"21K303","I.S. 303 HERBERT S. EISENBERG","K",21,"501 WEST AVE BROOKLYN, NY 11224",11224,40.58241,-73.972436,"No",70.3,NA,11,21,12,34,33,93,23,87,83,88,76,74,86,13.5714285714286,0,8.57142857142857,184,2.64,2.74,26.1954022988506,17.2,50.1858736059479,38,0,0
"21K468","KINGSBOROUGH EARLY COLLEGE SCHOOL","K",21,"2630 BENSON AVE BROOKLYN, NY 11214",11214,40.593624,-73.986144,"No",56.4,NA,1,8,24,27,40,93,21,94,98,77,95,72,91,4,0,2.66666666666667,100,2.61,2.65,22.45,15.8,47.2560975609756,15,0,0
"21K690","BROOKLYN STUDIO SECONDARY SCHOOL","K",21,"8310 21ST AVE BROOKLYN, NY 11214",11214,40.604847,-73.994746,"No",60.8,NA,13,18,3,29,49,95,16,85,75,82,69,67,78,8.45070422535211,0,5.63380281690141,99,2.77,2.67,25.7241379310345,15.7,50.2123142250531,19,0,0
"22K014","J.H.S. 014 SHELL BANK","K",22,"2424 BATCHELDER ST BROOKLYN, NY 11235",11235,40.593516,-73.938193,"No",70.8,NA,18,11,48,17,24,92,29,86,91,80,86,71,92,7.86516853932584,1.81818181818182,7.86516853932584,213,2.32,2.41,21.4923076923077,12.4,42.8571428571429,41,0,0
"22K078","J.H.S. 078 ROY H. MANN","K",22,"1420 E 68TH ST BROOKLYN, NY 11234",11234,40.620767,-73.912988,"No",54.6,NA,5,5,73,10,11,93,22,82,81,77,78,74,86,1.6304347826087,1.05263157894737,1.6304347826087,201,2.31,2.27,24.0636363636364,14.3,46.2081128747795,35,0,0
"22K109","P.S. 109","K",22,"1001 E 45TH ST BROOKLYN, NY 11210",11210,40.636004,-73.933149,"No",73.8,55488.67,6,2,80,15,3,93,23,85,84,82,81,83,88,5.47945205479452,5.47945205479452,5.47945205479452,101,2.32,2.2,23.0909090909091,14.3,47.2834067547724,12,0,0
"22K206","P.S. 206 JOSEPH F LAMB","K",22,"2200 GRAVESEND NECK RD BROOKLYN, NY 11229",11229,40.597135,-73.948515,"No",49.7,57254.23,19,46,2,11,39,96,9,92,91,87,84,79,89,25.2100840336134,0,17.6470588235294,116,2.98,3.26,25.6172839506173,16.2,50.5647840531561,51,9,1
"22K207","P.S. 207 ELIZABETH G. LEARY","K",22,"4011 FILLMORE AVE BROOKLYN, NY 11234",11234,40.613779,-73.930304,"No",31.5,73629.22,3,10,35,15,39,96,7,93,91,89,84,84,92,29.4117647058824,10.2941176470588,11.7647058823529,140,2.91,2.99,25.2025316455696,15.3,47.7198697068404,43,0,0
"22K234","J.H.S. 234 ARTHUR W. CUNNINGHAM","K",22,"1875 E 17TH ST BROOKLYN, NY 11229",11229,40.604437,-73.955171,"No",46.3,NA,9,25,17,11,45,96,10,88,89,85,85,73,91,40.5238828967642,5.08474576271187,22.4961479198767,684,3.09,3.32,30.1701570680628,17.3,49.8164656528579,370,79,1
"22K240","ANDRIES HUDDE","K",22,"2500 NOSTRAND AVE BROOKLYN, NY 11210",11210,40.623798,-73.946824,"No",61,NA,8,18,63,12,7,95,15,88,87,80,81,77,91,4.11985018726592,2.62172284644195,3.2967032967033,268,2.51,2.48,26.0252100840336,14.1,50.2018842530283,74,0,0
"22K278","J.H.S. 278 MARINE PARK","K",22,"1925 STUART ST BROOKLYN, NY 11229",11229,40.60667,-73.938716,"No",49.4,NA,3,9,47,16,27,94,17,91,91,80,88,94,91,12.2033898305085,5.08474576271187,5.08474576271187,294,2.78,2.68,29,12.4,48.4629294755877,98,7,1
"22K381","I. S. 381","K",22,"1599 E 22ND ST BROOKLYN, NY 11210",11210,40.612571,-73.951555,"No",61.6,NA,12,6,61,18,14,95,13,82,92,80,87,77,89,3.6144578313253,1.20481927710843,3.48837209302326,102,2.54,2.31,20.3333333333333,10.4,52.8688524590164,30,0,0
"23K041","P.S. 041 FRANCIS WHITE","K",23,"411 THATFORD AVE BROOKLYN, NY 11212",11212,40.660182,-73.906873,"No",90,29567.13,6,1,63,32,1,89,42,87,88,79,81,77,87,2.17391304347826,0,0,62,2.14,2.13,19.8709677419355,12.5,49.45295404814,0,0,0
"23K137","P.S./I.S. 137 RACHEL JEAN MITCHELL","K",23,"121 SARATOGA AVE BROOKLYN, NY 11233",11233,40.682247,-73.916696,"No",80.7,35419.93,3,0,74,20,1,88,43,93,90,85,80,87,92,3.84615384615385,0,0,32,2.27,2.38,18.7777777777778,10.8,51.8151815181518,9,0,0
